id,Q3,Q3B1,Q3B2,Q3B3,Q4,Q4A01,Q4A02,Q4A03,Q4A04,Q4A05,Q4A06,Q4A07,Q4A08,Q4A09,Q4A10,Q4A11,Q4A12,Q4A13,Q4A14,Q4A15,Q4A16,Q4A17,Q4B1,Q4B2,Q4B3,Q5A01,Q5A02,Q5A03,Q5A04,Q5A05,Q5A06,Q5A07,Q5A08,Q5A09,Q5A10,Q5A11,Q5A12,Q5A13,Q5A14,Q5A15,Q5A16,Q5A17,Q2a1,Q2a2,RQ2A2,Q11A$01,ÃÑ¾×1ÀÎTOT,Q7,Q7_01,Q7_02,D_MON,D_MON_season,D_NAT,D_NAT_GROUP,D_SEX,D_AGE
29244,1,1,2,,1,1,2,,,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,,2,3,1,1,714,5,1,1,9,3,1,1,2,4
29247,1,4,3,,1,,2,3,4,5,6,,,,,,,,,,,,4,6,5,1,1,,,,,,,,,,,,,,,,8,9,3,1,1984.4,5,1,1,9,3,12,2,1,5
29248,2,2,1,,1,1,2,,4,,,,,,,,,,,,,,2,1,4,1,,,,,,,,,,,,,,,,,7,8,3,,2452.5,4,1,0,9,3,5,1,2,5
29249,1,4,3,,1,,2,3,4,5,6,,,,,,,,,,,,5,4,3,1,1,,,,,,,,,,,,,,,,8,9,3,1,1984.4,5,1,1,9,3,12,2,2,5
29250,2,13,,,1,,2,,,,,,,,,,,,,,,17,2,17,,,,,,1,,,,,,,,,,,,,3,4,2,1,1071,4,1,0,9,3,1,1,1,4
29252,1,1,3,6,1,1,2,3,4,5,,,,,,,,,,,,,1,3,2,1,,,,,,,,,,,,1,,,,1,13,14,11,,1984.4,5,1,1,9,3,12,2,1,2
29262,1,6,1,3,1,1,2,3,4,,6,7,8,,,11,,,,,,,7,8,1,1,1,1,,,,,,,,,,,,,,,14,15,11,,1635,5,1,1,9,3,5,1,2,2
29265,1,1,3,4,1,,2,3,4,,6,,,,,,,,,,,,4,6,3,1,,,,,,,,,,,,1,,,,,5,6,2,1,3000,5,1,1,9,3,9,3,1,3
29267,1,1,3,10,1,1,2,3,4,,6,,,,,,,,,,,,4,3,1,1,,,,,,,,,,,,1,,,,,5,6,2,1,3500,5,1,1,9,3,9,3,2,2
29271,1,4,3,1,1,1,2,3,,5,6,,,,10,11,,,,,,,10,6,5,,,,,,,,,,,,,,1,,,,4,5,2,1,1675,5,1,1,9,3,18,1,1,2
29278,1,2,1,4,1,1,2,,4,,,,,,,11,,,,,,,4,11,1,1,1,,,,,,,,,,,,,,,1,5,6,2,1,4000,5,1,1,9,3,15,1,1,2
29286,1,3,1,10,1,1,2,3,4,,,,,,,,,,,,,,1,2,4,1,,1,,,,,,,,,,,,,,,6,7,2,1,4000,5,1,1,9,3,9,3,1,2
29290,2,13,,,1,,2,3,4,5,6,,,9,,11,12,,,,,,3,5,6,1,,,1,,,,,,,,,,,,,,21,22,11,1,5000,5,1,1,9,3,9,3,2,5
29291,2,4,1,3,1,1,2,3,4,5,6,,,9,10,11,12,,,,,,5,3,6,1,,,1,,,,,,,,,,,,,,21,22,11,1,5000,5,1,1,9,3,9,3,2,3
29303,1,13,,,1,,2,3,4,5,6,,,,10,,,,,,,,4,3,5,1,,,,,,,,1,,,,1,,,,,6,7,2,1,3000,5,1,1,9,3,9,3,2,3
29310,1,3,5,1,1,1,2,3,4,,6,,,,,11,12,,,,,,3,2,6,1,,,,,,,,,,,,,,,,,10,11,11,,2500,4,1,0,9,3,9,3,1,2
29320,2,1,4,,1,,2,3,4,5,,,,,,,,,,,,,3,4,5,,1,,,,,,,,,,,,,,,,20,21,11,,3500,5,1,1,9,3,9,3,2,3
29326,2,13,,,1,1,2,3,,,,,,,,11,,,,,,,2,3,11,,,,,,,1,,,,,,,,,,,7,8,3,1,2200,4,1,0,9,3,97,4,2,2
29336,1,7,1,4,1,1,2,,4,,6,7,8,,,,12,,,,,,7,1,4,1,,,,,,,,,,,,1,,,,,8,9,3,1,5000,5,1,1,9,3,9,3,2,3
29337,1,1,2,7,1,1,2,3,4,5,6,,,,,,,,,,,,5,1,2,1,,,,,,,,,,,,,,,,,8,9,3,1,4000,5,1,1,9,3,9,3,1,4
29339,1,1,3,2,1,,2,,4,,6,7,,,,,,,,,,,4,2,7,1,,,,,,,,,,,,,,,,,8,9,3,1,5000,5,1,1,9,3,9,3,2,5
29346,1,1,3,4,1,,2,3,4,5,6,,,,,11,,,,,,,6,5,4,1,,,,,,,,,,,,,,,,,9,10,3,1,3000,5,1,1,9,3,9,3,2,4
29348,1,3,1,4,1,1,2,3,4,5,6,,,,,11,,,,,,,4,1,3,1,,,,,,,,,,,,,,,,,9,10,3,1,3000,5,1,1,9,3,9,3,1,4
29350,2,1,2,7,1,,2,,4,5,,,,,,11,,,,,,,2,11,5,1,,,,,,,,,,,,,,,,,3,4,2,1,637,5,1,1,9,3,3,1,1,3
29351,1,1,10,3,1,1,,3,,,6,,,,,11,,,,,,,1,3,11,1,,,,,,,,,,,,,,,,,6,7,2,1,5000,3,0,0,9,3,9,3,1,5
29357,1,3,9,2,1,,2,3,,5,,,8,,,,,,,,,,3,2,5,1,,,,,,,,,,,,1,,,,,8,9,3,1,2375.45,5,1,1,9,3,8,4,2,3
29361,2,7,10,6,1,1,2,3,4,,6,7,,,,11,12,,,,,,1,3,4,1,,,,,,,,,,,,,,,,1,9,10,3,1,4000,5,1,1,9,3,9,3,1,2
29362,2,5,2,6,1,1,2,,,,,,,,,11,,,,,,,2,11,1,1,,,,,,,,,,,,,,,,,9,10,3,1,1360,5,1,1,9,3,6,1,2,2
29364,2,2,6,1,1,,2,,,,,,8,,10,,,,,,,,8,2,10,1,,,,,,,,,,,,,,,,,9,10,3,1,1360,5,1,1,9,3,6,1,2,3
29366,2,11,7,10,1,,2,3,4,5,6,,,,,,,,,,,,6,2,3,1,,,,,,,,,,,,1,,,,,10,11,11,,1200,5,1,1,9,3,10,3,2,2
29368,1,2,1,3,1,,2,3,4,5,6,,,,,,,,,,,,5,4,3,1,,,,,,,,,,,,,,,,,4,5,2,1,1425.6,5,1,1,9,3,4,1,1,4
29369,1,13,,,1,1,2,,,,,,,,,11,,,,,,,1,2,11,1,,,,,,,,,,,,,,,,,2,3,1,1,750,3,0,0,9,3,1,1,2,2
29370,1,4,1,12,1,1,2,3,4,,6,,8,,,11,,,,,,,4,11,1,1,,,,,,,,,,,,1,,,,,16,17,11,1,3972,5,1,1,9,3,97,4,2,4
29372,1,12,10,,1,1,,,,,,,,,,11,,,,,,,11,1,,1,,,,,,,,,,,,,,,,,3,4,2,1,1800,4,1,0,9,3,11,2,1,2
29374,1,2,1,3,1,,2,3,,,,,,,,11,,,,,,,2,11,3,1,,,,1,,,,,,,,1,,,,,8,9,3,1,2851.2,5,1,1,9,3,4,1,2,3
29376,1,3,5,7,1,,2,3,,,6,7,,,,,,,,,,,7,3,6,1,,,1,,,,,,,,,,,,,,7,8,3,,2138.4,5,1,1,9,3,4,1,2,2
29378,1,6,1,3,1,1,2,3,4,5,6,,8,,,,,,,,,,1,2,4,1,,,,,,,,,,,,1,,,,,30,31,12,,1232,5,1,1,9,3,17,1,2,3
29379,1,3,7,2,1,,2,3,,,6,7,8,,,,,,,,,,7,3,2,1,,,1,,,,,,,,,,,,,,7,8,3,,2138.4,5,1,1,9,3,4,1,2,2
29381,1,1,3,9,1,,2,3,,,6,7,8,,,,12,,,,,,3,7,6,1,,,1,,,,,,,,,,,,,,7,8,3,,2138.4,5,1,1,9,3,4,1,2,2
29382,1,1,7,,1,1,2,,4,,,,,,,11,,,,,,,11,4,1,1,,,1,,,,,,,,,,,,,,3,4,2,1,1360,5,1,1,9,3,6,1,1,2
29383,1,2,1,5,1,1,2,3,,,,,,,,11,12,,,,,,2,12,11,1,,,,,,,,,,,,,,,,,6,7,2,1,2851.2,5,1,1,9,3,4,1,2,3
29384,1,2,1,6,1,1,2,,,,,7,,9,,,12,,,,,,7,9,12,1,,,,,,,,,,,,,,,,,8,9,3,1,3564,5,1,1,9,3,4,1,2,3
29386,1,2,5,7,1,1,2,3,4,5,6,,8,,,11,12,,,,,,12,2,1,1,,,1,,,,,,,,,,,,,,3,4,2,1,1360,5,1,1,9,3,6,1,2,2
29388,1,7,1,2,1,1,2,,4,,6,,,,,11,,,,,,,11,4,2,1,,,,,,,,,,,,,,,,,6,7,2,1,2851.2,5,1,1,9,3,4,1,1,2
29389,1,1,3,4,1,1,2,3,4,5,6,,,,,,,,,,,,1,2,4,1,1,,1,,,,,,,,,,,,,,3,4,2,1,1088,5,1,1,9,3,6,1,1,2
29391,1,1,3,13,1,,,3,4,5,,,,,,11,,,,,,,3,5,11,1,,,,,,,,,,,,1,,,,,7,8,3,1,3000,5,1,1,9,3,9,3,2,2
29392,1,2,5,12,1,1,2,3,4,5,6,,,,,,,,,,,,2,1,4,1,,,1,,,,,,,,,,,,,,3,4,2,1,2000,5,1,1,9,3,6,1,2,2
29399,2,1,10,13,1,1,2,3,,,,,,,,,,,,,,,1,3,2,1,,,,,,,,,,,,,,,,,2,3,1,,2000,5,1,1,9,3,9,3,2,5
29401,1,1,6,2,1,1,2,,,,6,7,,,,11,,,,,,,7,6,2,1,,,,,,,,,,,,,,,,,12,13,11,,3822,4,1,0,9,3,3,1,2,2
29403,1,1,5,4,1,1,2,3,4,5,,,,,10,,12,,,,,,5,1,4,1,,,,,,,,,,,,1,,,,,9,10,3,,1425.6,5,1,1,9,3,4,1,2,2
29404,1,2,1,5,1,1,2,,,,6,7,,,,11,,,,,,,2,1,11,1,,,,,,,,,,,,,,,,,12,13,11,1,5096,5,1,1,9,3,3,1,2,4
29406,1,6,3,1,1,,2,3,4,,6,,8,,,11,,,,,,,8,11,3,1,,,1,,,,,1,,,,,,,,,7,8,3,1,1800,5,1,1,9,3,97,4,2,2
29410,2,13,3,10,1,1,2,3,4,5,6,,,,,11,,13,,,,,4,5,11,1,1,,,,,,,,,,,,,,,1,8,9,3,1,4000,5,1,1,9,3,9,3,1,3
29411,1,1,3,2,1,1,2,3,4,5,6,,8,,,11,12,,,,,,1,3,5,1,,,,,,,,,,,,,,,,1,25,26,11,1,3968.8,5,1,1,9,3,97,4,2,2
29412,1,1,2,4,1,1,2,3,4,5,6,,,,,11,,,,,,,4,5,1,1,,,,,,,,1,,,,1,,1,,1,14,15,11,1,4961,5,1,1,9,3,97,4,2,5
29415,1,2,4,1,1,1,2,,4,5,,,,,,11,12,,,,,,11,1,4,1,,,,,,,,,,,,,,,,,13,14,11,,2480.5,5,1,1,9,3,97,4,2,2
29416,1,1,4,2,1,1,2,,4,5,6,,,,,11,,,,,,,1,5,2,1,,,,,,,,,,,,,,,,,13,14,11,,2480.5,5,1,1,9,3,97,4,1,2
29419,1,4,2,3,1,1,2,,4,,6,,,,,,,,,,,,4,6,2,1,,,,,,,,,,,,,,,,,12,13,11,1,2976.6,5,1,1,9,3,13,2,1,5
29429,2,1,2,4,1,1,2,3,,,6,,,,,11,,,,,,,1,11,2,1,,,,,,,,,,,,1,,,,,22,23,11,1,3553.55,5,1,1,9,3,97,4,1,2
29431,1,6,1,5,1,1,2,3,4,,,7,8,9,,,,,,,,,8,3,1,1,,,,,,,,1,,,,1,,,,,7,8,3,1,2200,5,1,1,9,3,97,4,2,2
29446,1,10,4,3,1,1,,,4,5,6,,,,,,,,,,,,4,6,1,1,,,,,,,,,,,,1,1,1,,,17,18,11,1,2976.6,5,1,1,9,3,13,2,2,5
29453,2,1,4,5,1,1,,,4,5,,,,,,,,,,,,,1,4,5,1,,,,,,,,,,,,,,,,,9,10,3,,2976.6,5,1,1,9,3,97,4,1,2
29454,2,13,1,4,1,1,2,,4,5,,,,,,,,,,,,17,17,1,4,1,,,,,,,,,,,,,,,,,9,10,3,,2976.6,5,1,1,9,3,97,4,2,2
29455,2,13,4,2,1,1,2,,4,5,,,,,,,,,,,,17,17,5,4,1,,,,,,,,,,,,,,,,,9,10,3,,3452.4,5,1,1,9,3,11,2,1,2
29456,2,13,1,4,1,1,2,3,4,5,6,,,,,,,,,,,17,4,5,17,1,,,,,,,,,,,,,,,,,9,10,3,,3452.4,5,1,1,9,3,11,2,1,2
29477,2,13,,,1,,,,4,,,,,,,,,,,,,17,17,4,,1,,,,,,,,,,,,,,,,,4,5,2,1,1488.3,5,1,1,9,3,13,2,2,6
29482,2,4,2,3,1,,2,3,4,5,,,,,,,,13,,,,,13,5,4,1,,,,,,,,1,,,,1,,,,,13,14,11,1,1488.3,5,1,1,9,3,13,2,2,5
29485,2,4,1,3,1,,2,3,4,5,6,,,,,,,13,,,,,3,13,4,1,,,,,,,,1,,,,1,,,,,13,14,11,1,1587.52,4,1,0,9,3,13,2,1,5
29487,1,11,3,,1,,2,,,,,,,,,11,,,,,,,2,11,,1,,,,,,,,,,,,,,,,,4,5,2,1,1447,3,0,0,9,3,2,1,1,2
29491,1,4,1,12,1,1,2,,4,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,6,7,2,1,1357.4,4,1,0,9,3,8,4,1,3
29492,1,7,4,1,1,1,2,3,4,5,6,,,,,11,12,,,,,,1,2,6,1,,,,,,,,,,,,1,,,,1,27,28,11,,2579.72,5,1,1,9,3,13,2,2,2
29494,2,1,10,7,1,,2,3,4,,,,,,,,,,,,,,2,4,3,,1,,,,,,,,,,,,,,,,20,21,11,,1150.8,5,1,1,9,3,11,2,2,2
29495,2,3,5,4,1,,,3,4,5,,,,,,,,,,,,,3,5,4,1,,,1,,,,,,,1,,,1,,,,20,21,11,1,2976.6,5,1,1,9,3,12,2,2,2
29500,2,13,2,,1,,2,,4,,6,,,,,,,,,,,,2,6,4,1,1,,,,,,,,,,,,,,,,50,51,12,,7234.48,5,1,1,9,3,97,4,2,2
29501,1,1,3,4,1,1,2,3,4,5,6,,,,,,,13,,,,,1,3,4,1,,,,,,,,,,,,1,,,,,14,15,11,1,1984.4,5,1,1,9,3,13,2,1,3
29505,1,1,2,6,1,1,2,,,,,7,,,,11,12,,,,,,2,12,11,1,,,,,,,,,,,,,,,,,8,9,3,1,1360,5,1,1,9,3,6,1,2,2
29509,1,4,1,3,1,1,2,3,4,5,6,,,,,,12,,,,,,4,3,5,1,,,,,,,,1,,,,1,,,,,14,15,11,1,2976.6,5,1,1,9,3,13,2,2,3
29510,1,2,3,1,1,1,2,3,4,5,6,,,9,,,12,,,,,,6,12,3,1,,,,,,,,,,,,1,,,,,11,12,11,1,3000,5,1,1,9,3,9,3,2,2
29518,1,1,2,4,1,1,2,3,4,,,,,,,,,,,,,,4,1,3,1,,,,,,,,,,,,,,,,,26,27,11,1,3968.8,5,1,1,9,3,13,2,2,2
29520,1,1,3,7,1,1,2,3,4,5,6,,,,,,,,,,,,3,4,1,1,,,,,,,,1,,,,1,,,,1,12,13,11,1,2480.5,5,1,1,9,3,13,2,1,3
29523,1,1,3,2,1,1,2,,4,5,,,,,,11,,,,,,,1,4,2,1,,,,,,,,,,,,,,,,,26,27,11,1,3968.8,5,1,1,9,3,13,2,2,2
29527,2,1,4,,1,,,3,4,5,,,,,,,,,,,,,5,4,3,1,,,,,,,,,,,,1,,,,1,15,16,11,1,1488.3,5,1,1,9,3,97,4,2,2
29528,2,13,,,1,1,2,3,4,5,6,,,,,11,,,,,,17,17,1,5,1,,,,,,,,,,,,1,,,,1,12,13,11,1,1488.3,5,1,1,9,3,97,4,2,3
29538,2,1,3,7,1,1,2,3,,,,,,,,,12,,,,,,12,1,2,,1,,1,,,,,,,,,,,,,,31,32,12,1,7234.48,5,1,1,9,3,2,1,2,3
29540,2,1,2,4,1,1,2,3,4,,,,,,,,,,,,,,1,3,4,1,,,,,,,,,,,,1,,,,,7,8,3,1,2678.94,5,1,1,9,3,13,2,1,6
29542,2,1,4,10,1,,2,3,4,5,6,7,,,,,,,,,,,5,3,2,1,,,,1,,,,,,,,1,,,,1,8,9,3,1,3000,5,1,1,9,3,9,3,2,2
29544,1,5,4,2,1,,2,3,4,5,6,,8,,,,,,,,,,5,8,2,1,,,,,,,,1,,1,,1,,1,,,21,22,11,1,2821.45,5,1,1,9,3,13,2,2,2
29546,1,6,2,4,1,,2,3,4,5,6,,8,,,,,,,,,,8,3,2,1,,,,,,,,1,,1,,1,,,,,19,20,11,,3472.7,5,1,1,9,3,13,2,2,2
29547,2,1,7,4,1,,2,3,4,,6,,,,,,,,,,,,4,3,6,1,,,,,,,,,,,,,,,,,10,11,11,1,3000,5,1,1,9,3,9,3,1,2
29550,1,1,4,2,1,1,2,3,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,3,4,2,1,642.6,5,1,1,9,3,1,1,2,4
29551,2,3,5,2,1,1,2,3,4,,,,,,,,,,,,,,1,4,3,1,,,,1,,,,,1,,,1,,,,,7,8,3,1,1785,5,1,1,9,3,1,1,1,4
29554,2,13,,,1,1,2,,,,,,,,,,,,,,,,2,1,,,,,,1,,,,,,,,,,,,,6,7,2,,723.45,5,1,1,9,3,1,1,1,5
29557,1,1,2,8,1,1,2,,,,,,,,,,12,,,,,,1,2,,1,,,,,,,,,,,,,,,,,4,5,2,1,10710,5,1,1,9,3,1,1,2,3
29561,1,4,2,5,1,1,2,3,4,,6,,8,,,,,,,,,,6,2,8,1,,,,,,,,,,,,,,,,,9,10,3,,1428,4,1,0,9,3,2,1,2,2
29562,1,1,5,3,1,1,2,3,4,5,6,,,,,,,,,,,,6,4,1,1,,,1,,1,,,,,,,,,1,,1,19,20,11,,3472.7,5,1,1,9,3,13,2,2,2
29564,1,13,,,1,,2,3,4,5,6,,,,,,,,,,,17,17,2,5,1,,,,,,,,,,,,,,,,,7,8,3,1,4072.2,5,1,1,9,3,8,4,2,3
29566,1,1,3,4,1,1,2,3,4,5,6,,,,,,,,,,,,5,3,1,1,,,,,,,,1,,,,1,,,,1,14,15,11,,1488.3,5,1,1,9,3,13,2,2,3
29569,1,4,,,1,,2,3,4,5,,,,,,11,,,,,,,4,3,5,1,,,,,,,,,,,,,,,,,9,10,3,1,1984.4,4,1,0,9,3,12,2,1,2
29573,2,2,1,9,1,1,2,3,4,,6,,,,,,,,,,,,6,1,2,1,,,,,,,,1,,,,,,,,,6,7,2,1,714,5,1,1,9,3,1,1,2,2
29574,1,4,6,7,1,1,2,,4,5,6,7,,,,11,,,,,,,7,5,11,1,,,,,,,,,,,,,,,,,20,21,11,,2976.6,5,1,1,9,3,12,2,2,2
29579,2,4,10,1,1,1,2,,4,,6,,,,,,,,,,,,4,6,2,1,,1,,,,,,,,,,,,,,,9,10,3,1,2976.6,5,1,1,9,3,97,4,1,2
29581,1,1,6,4,1,1,2,,,,,,,9,,,,,,,,,9,,,1,,1,,,,,,,,,,,,,,,3,4,2,1,357,5,1,1,9,3,1,1,2,4
29586,2,13,4,3,1,1,,3,4,5,,,8,,,11,,,,,,,3,5,1,1,,,,,,,,,,,,,,,,,16,17,11,1,1984.4,5,1,1,9,3,12,2,2,5
29587,1,1,4,11,1,1,2,,,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,,1,2,1,1,2000,5,1,1,9,3,11,2,2,3
29589,2,1,4,,1,1,2,3,4,,6,,,,,11,,,,,,,11,3,1,1,,,,1,,,,,,,,,,,,1,11,12,11,1,2000,4,1,0,9,3,97,4,1,2
29594,1,1,7,,1,1,2,3,4,5,6,7,,,,11,,,,,,,1,2,6,1,,,,,,,,,,,,,,,,,28,29,11,,2480.5,5,1,1,9,3,13,2,2,2
29595,1,1,3,9,1,1,2,3,4,5,6,,,,,,12,,,,,,3,4,5,1,,,,,,,,,,,,1,,,,,6,7,2,,3550,5,1,1,9,3,9,3,1,4
29596,1,1,2,4,1,1,2,3,4,5,6,,8,,,11,,,,,,,4,3,2,1,,,,,,,,,,1,,1,,,,1,19,20,11,1,2976.6,5,1,1,9,3,12,2,2,2
29597,1,7,4,3,1,,2,3,4,5,6,,8,,,11,,,,,,,3,4,5,1,,,1,,,,,1,,,,,,,,,17,18,11,1,4961,5,1,1,9,3,97,4,2,2
29598,1,6,13,3,1,,2,3,4,5,6,,8,,,11,,,,,,,3,4,2,1,,,1,,,,,1,,,,,,,,,18,19,11,1,2480.5,5,1,1,9,3,97,4,1,2
29600,1,1,2,4,1,,2,,,5,6,,,,,,12,,,,,,6,5,2,1,,,,,,,,,,,,,,,,,14,15,11,1,2030.6,5,1,1,9,3,97,4,2,2
29601,1,5,7,4,1,,2,,4,5,6,,8,,,11,12,,,,,,2,8,4,1,,,,,,,,,,1,,1,,,,1,19,20,11,1,2678.94,5,1,1,9,3,12,2,2,2
29607,1,1,3,5,1,1,2,3,4,5,6,,,9,10,11,,,,,,,3,10,6,1,,,,,,,,,,,,,,,,,6,7,2,1,2000,4,1,0,9,3,9,3,1,2
29615,2,2,1,,1,1,2,,,,,,,,,,,,,,,,1,2,,1,1,,,,,,,,,,,,,,,,35,36,12,1,1012.9,5,1,1,9,3,2,1,1,2
29617,2,13,4,2,1,1,2,,4,,6,7,,,,11,,13,,,,,13,7,4,1,,,,,,,,,,,,1,,,,,49,50,12,1,2976.6,5,1,1,9,3,97,4,1,2
29618,1,2,1,,1,1,2,3,,,,,,,,,,,,,,,1,2,3,1,,,,,,,,,,,,,,,,,4,5,2,1,499.8,5,1,1,9,3,1,1,2,2
29623,2,4,13,,1,1,2,,,,,7,,,,,,,,,,,7,2,1,1,,,,,,,,,,1,,,,,,,3,4,2,1,714,5,1,1,9,3,1,1,2,5
29626,1,7,2,10,1,,2,3,,,,,,,,11,,13,,,,,3,13,11,,,,,,,,,,,,,1,,,,,4,5,2,,1000,5,1,1,9,3,14,2,1,3
29627,1,9,6,5,1,1,2,3,,,6,7,8,9,,11,,,,,,,7,8,11,1,,1,,,,,,,,,,,,,,,9,10,3,1,3000,5,1,1,9,3,97,4,2,2
29630,1,2,1,,1,1,2,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,2,3,1,1,714,5,1,1,9,3,1,1,2,2
29632,1,6,4,1,1,1,,,,,,7,,,,11,,,,,,,11,7,1,1,,,,,,,,,,,,,,,,,4,5,2,1,1984.4,5,1,1,9,3,97,4,2,3
29638,1,1,3,5,1,1,2,3,,,,,,,,,,,,,,,2,1,3,1,,,,,,,,,,,,,,,,,3,4,2,1,4341,5,1,1,9,3,2,1,2,3
29643,1,2,4,1,1,1,2,3,4,,,,,,,,,,,,,,3,2,1,1,,,,,,,,,,,,,,,,,3,4,2,1,714,5,1,1,9,3,1,1,2,2
29644,1,2,1,3,1,1,2,3,,,,,,,,,,,,,,,2,3,1,1,,1,,,,,,,,,,,,,,,3,4,2,1,1157.6,5,1,1,9,3,2,1,2,5
29646,1,4,1,,1,1,2,,4,,,,,,,,,,,,,,4,1,2,1,,,,,,,,,,,,,,,,,3,4,2,,1500,4,1,0,9,3,97,4,1,2
29647,1,1,2,11,1,1,2,,,,6,,,,,,,,,,,,6,2,1,1,,,,,,,,,,,,,,,,,4,5,2,1,7140,5,1,1,9,3,1,1,2,3
29656,1,1,7,5,1,1,2,3,,,,,,,,11,,,,,,,11,2,1,1,,,,,,,,,,,,,,,,,1,2,1,1,172.62,5,1,1,9,3,11,2,1,3
29658,2,13,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,3,4,2,1,499.8,5,1,1,9,3,1,1,1,3
29668,1,5,3,,1,1,2,3,,,,,,,,11,,,,,,,1,2,3,1,,,,,,,,,,,,,,,,,4,5,2,1,1069.2,5,1,1,9,3,2,1,2,5
29671,1,2,8,1,1,1,2,,,,,,,,,,12,,,,,,2,1,12,1,,,,,,,,,,,,,,,,,4,5,2,1,2411.67,5,1,1,9,3,2,1,2,3
29673,1,2,1,6,1,1,2,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,3,4,2,1,714,5,1,1,9,3,1,1,2,4
29674,2,1,7,6,1,1,2,,4,,,,,,,11,,,,,,,1,11,4,1,,1,,,,,,,,,,,,,,,9,10,3,1,642.6,4,1,0,9,3,1,1,2,2
29675,1,2,11,,1,1,2,,,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,,2,3,1,1,357,4,1,0,9,3,1,1,2,2
29679,1,1,3,2,1,1,2,3,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,50,51,12,,7235,5,1,1,9,3,2,1,1,3
29682,2,1,2,3,1,1,2,3,4,,,,,,,,,,,,,,1,2,3,1,,,,,,,,,,,,,,,,,2,3,1,1,2894,5,1,1,9,3,2,1,2,3
29691,1,1,2,8,1,,2,3,,,,,,,,,12,,,,,,12,2,3,1,,,,,,,,,,,,,,,,,17,18,11,,11576,5,1,1,9,3,2,1,2,2
29698,1,11,4,1,1,1,2,3,4,,6,7,,,,11,,,,,,,4,2,1,1,,,,,,,,,,,,,,,,,5,6,2,1,723.5,5,1,1,9,3,2,1,1,2
29699,1,8,1,2,1,1,2,,,,,,,,,,12,,,,,,12,1,2,1,,,,,,,,,,,,,,,,,14,15,11,,14470,5,1,1,9,3,2,1,2,2
29700,1,6,2,1,1,1,2,,,,,,,9,,,,,,,,,9,2,1,1,,,,,,,,,,,,,,,,,3,4,2,,714,5,1,1,9,3,1,1,2,3
29707,1,13,,,1,1,,,,,6,,,,,,,,,,,,6,1,,1,,,,,,,,,,,,,,,,,3,4,2,1,571.2,5,1,1,9,3,1,1,1,2
29708,1,3,,,1,1,2,3,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,3,4,2,1,1.45,5,1,1,9,3,16,1,1,4
29709,1,1,6,5,1,1,2,,,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,,2,3,1,1,357,4,1,0,9,3,1,1,2,2
29711,1,5,7,2,1,1,2,,,,,,,,,11,12,,,,,,2,12,11,1,,,,,,,,,,,,,,,,,2,3,1,1,1500,5,1,1,9,3,1,1,1,2
29713,1,1,3,,1,1,2,3,,,,,,,,,,,,,,,1,3,2,1,,,,,,,,,,,,,,,,,3,4,2,1,1071,5,1,1,9,3,1,1,1,2
29714,1,3,2,1,1,1,2,3,,,,,,,,,,,,,,,2,3,1,1,,,,,,,,,,,,,,,,1,12,13,11,1,3617.5,4,1,0,9,3,2,1,2,4
29717,2,11,13,,1,1,2,,,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,,3,4,2,1,1071,5,1,1,9,3,1,1,2,2
29718,1,2,1,,1,1,2,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,3,4,2,,714,5,1,1,9,3,1,1,2,2
29720,1,1,3,5,1,1,2,3,4,,6,,,9,,11,,,,,,,2,4,9,1,,,,,,,,,,,,,,,,,13,14,11,1,3500,5,1,1,9,3,9,3,2,2
29725,1,2,3,7,1,1,2,3,4,5,6,,,9,,11,,,,,,,9,11,5,1,,,,,,,,,,,,,,,,,13,14,11,1,3500,5,1,1,9,3,9,3,1,3
29727,2,4,10,1,1,,,3,4,5,6,,,,,,,13,,,,,5,3,13,1,1,1,,,,,,,,,,,,,,,9,10,3,1,3500,5,1,1,9,3,9,3,2,6
29728,1,1,3,11,1,,2,3,,,,,,,,11,,,,,,,3,2,11,1,,,,,,,,,,,,,,,,,3,4,2,1,2000,5,1,1,9,3,9,3,1,5
29739,1,1,2,3,1,1,2,3,4,5,6,7,,,,11,,,,,,,1,2,3,1,,,,,,,,,,,,,,,,,4,5,2,1,2000,5,1,1,9,3,2,1,1,3
29748,1,1,7,6,1,1,2,,,,,,,,,11,,,,,,,1,11,2,1,,,,,,,,,,,,,,,,,9,10,3,1,2500,5,1,1,9,3,97,4,1,2
29749,1,3,7,,1,1,,,,5,6,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,30,31,12,1,5064.5,4,1,0,9,3,2,1,1,2
